APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
6016020027,2/18/2022 0:00,Single Family,1947 W 68TH ST,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.31272,33.97791,POINT (-118.31272 33.97791)
2202024011,1/28/2022 0:00,Single Family,17601 W COVELLO ST,LOS ANGELES,CA,91406,6,DYCK-O'NEAL,RAYMAND SPANGLER,972-661-3744,NULL,NULL,,NULL,-118.51649,34.20765,POINT (-118.51649 34.20765)
5186001025,8/12/2022 0:00,Single Family,3051 E EAGLE ST,LOS ANGELES,CA,90063,14,"U.S. Bank National Association, as Trustee for Velocity Commercial Capital, LLC",Anthony Perrone,818-338-9790,NULL,NULL,,NULL,-118.20219,34.03546,POINT (-118.20219 34.03546)
4229019216,6/22/2022 0:00,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.44503,33.98482,POINT (-118.44503 33.98482)
2250009034,4/21/2022 0:00,Single Family,15206 W BURBANK BLVD,VAN NUYS,CA,91411,4,New American Funding,Cyprexx Services,877-339-8202,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.46401,34.17189,POINT (-118.46401 34.17189)
2321025023,1/7/2022 0:00,Single Family,6838 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,2,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.3963,34.19512,POINT (-118.3963 34.19512)
5062008010,6/24/2022 0:00,Single Family,2148 S REDONDO BLVD,LOS ANGELES,CA,90016,10,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.35395,34.038,POINT (-118.35395 34.038)
6016030008,9/8/2022 0:00,Single Family,6818 S HAAS AVE,LOS ANGELES,CA,90047,8,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,Twin Rivers Capital,Kevin Terry,2255   Watt AVE 125 Sacramento CA 95825,916-240-1499,-118.31669,33.97732,POINT (-118.31669 33.97732)
4378018047,9/26/2022 0:00,Single Family,2385  ROSCOMARE,LOS ANGELES,CA,90077,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.46385,34.11853,POINT (-118.46385 34.11853)
2605020042,5/27/2022 0:00,Single Family,11541 N COLLETT AVE,LOS ANGELES,CA,91344,12,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.48413,34.2804,POINT (-118.48413 34.2804)
2722007035,8/9/2022 0:00,Single Family,21421 W MINNEHAHA ST,LOS ANGELES,CA,91311,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.59829,34.26024,POINT (-118.59829 34.26024)
5019001006,1/5/2022 0:00,Multi-Family,853 W 40TH PL,LOS ANGELES,CA,90037,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28909,34.01015,POINT (-118.28909 34.01015)
5504028056,1/9/2022 0:00,Single Family,4070 W 6TH ST,LOS ANGELES,CA,90005,10,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.31265,34.06271,POINT (-118.31265 34.06271)
2330020004,4/25/2022 0:00,Single Family,6118 N NAGLE AVE,LOS ANGELES,CA,91401,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.42346,34.1818,POINT (-118.42346 34.1818)
5003007025,11/9/2022 0:00,Multi-Family,1509 W 52ND ST,LOS ANGELES,CA,90062,8,BSI Financial Services,customer care,800-327-7861,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.30277,33.99517,POINT (-118.30277 33.99517)
5041032017,1/6/2022 0:00,Single Family,3733 S DALTON AVE,LOS ANGELES,CA,90018,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.30412,34.01955,POINT (-118.30412 34.01955)
5015021008,7/21/2022 0:00,Single Family,5163 S CIMARRON ST,LOS ANGELES,CA,90062,8,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.31616,33.99558,POINT (-118.31616 33.99558)
6006030017,4/15/2022 0:00,Multi-Family,5889 1/2 S TOWNE AVE,LOS ANGELES,CA,90003,9,COMMUNITY LOAN SERVICING,Frances Guerra,954-590-7676,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.26761,33.98743,POINT (-118.26761 33.98743)
5047021032,8/11/2022 0:00,Single Family,5766 1/2 CLEMSON ST,LOS ANGELES,CA,90016,10,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.37091,34.02406,POINT (-118.37091 34.02406)
2784021004,8/12/2022 0:00,Single Family,19234 W NAPA ST,LOS ANGELES,CA,91324,12,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.55262,34.22623,POINT (-118.55262 34.22623)
2601050059,7/12/2022 0:00,Single Family,12461 N JESSICA PL,LOS ANGELES,CA,91344,12,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.51955,34.29721,POINT (-118.51955 34.29721)
2689003014,1/6/2022 0:00,Single Family,16200 W COMMUNITY CT,LOS ANGELES,CA,91343,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.4856,34.22377,POINT (-118.4856 34.22377)
7448027034,3/2/2022 0:00,Single Family,563 W BONITA ST,SAN PEDRO,CA,90731,15,Gregory Funding,MARCUS BROWN,866-712-5698,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.2894,33.74772,POINT (-118.2894 33.74772)
2506034117,1/14/2022 0:00,Single Family,12580 N SAN FERNANDO RD,SYLMAR,CA,91342,7,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.4577,34.2988,POINT (-118.4577 34.2988)
2565015071,12/27/2022 0:00,Single Family,7114 W APPERSON ST,LOS ANGELES,CA,91042,7,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.2865,34.25579,POINT (-118.2865 34.25579)
2020010022,12/7/2022 0:00,Single Family,23774 W BURTON ST,LOS ANGELES,CA,91304,12,Freedom Mortgage,Byron Gladden,317-537-3714,Assero Services,Mayra Duprey,60   Blacksmith RD  Newtown PA 18940,866-832-1711,-118.64578,34.21839,POINT (-118.64578 34.21839)
5683013021,5/17/2022 0:00,Single Family,4578 N ROUND TOP DR,LOS ANGELES,CA,90065,13,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.23061,34.1351,POINT (-118.23061 34.1351)
5040014020,6/30/2022 0:00,Multi-Family,1205 W 37TH DR,LOS ANGELES,CA,90007,8,"Elliott/Drinkward Construction, Inc.",Neal Drinkward,310-991-2404,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29469,34.01914,POINT (-118.29469 34.01914)
5190022027,2/25/2022 0:00,Multi-Family,3319 E HUNTER ST,LOS ANGELES,CA,90023,14,Nationstar Mortgage,Code Violations,888-456-0714,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.2071,34.02067,POINT (-118.2071 34.02067)
6033018036,1/4/2022 0:00,Single Family,1057 W 81ST PL,LOS ANGELES,CA,90044,8,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.2939,33.96519,POINT (-118.2939 33.96519)
5217021011,3/18/2022 0:00,Single Family,5223 E ALHAMBRA AVE,LOS ANGELES,CA,90032,14,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.1719,34.07417,POINT (-118.1719 34.07417)
6071008030,4/12/2022 0:00,Multi-Family,10959 S MCKINLEY AVE,LOS ANGELES,CA,90059,8,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.26093,33.93607,POINT (-118.26093 33.93607)
2664018009,5/10/2022 0:00,Single Family,10949 N MARKLEIN AVE,LOS ANGELES,CA,91345,7,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.47071,34.26974,POINT (-118.47071 34.26974)
5545007017,6/13/2022 0:00,Multi-Family,5960 W CARLTON WAY,HOLLYWOOD,CA,90028,13,"IWP Capital, LLC",Mario Garcia,619-734-8348,NULL,NULL,,NULL,-118.31999,34.10034,POINT (-118.31999 34.10034)
6017005006,6/23/2022 0:00,Single Family,2126 W 73RD ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31661,33.97357,POINT (-118.31661 33.97357)
2310022022,1/4/2022 0:00,Single Family,11853 W BLYTHE ST,LOS ANGELES,CA,91605,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.3917,34.21492,POINT (-118.3917 34.21492)
5185032025,10/21/2022 0:00,Multi-Family,712 S MOTT ST,LOS ANGELES,CA,90023,14,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.21134,34.03411,POINT (-118.21134 34.03411)
6048034019,1/4/2022 0:00,Multi-Family,9501 S BANDERA ST,LOS ANGELES,CA,90002,15,Community Loan Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.23977,33.95033,POINT (-118.23977 33.95033)
5068009001,10/12/2022 0:00,Single Family,1600 S CRESCENT HEIGHTS BLVD,LOS ANGELES,CA,90035,10,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.37309,34.0483,POINT (-118.37309 34.0483)
5556004018,2/2/2022 0:00,Single Family,8166 W MANNIX DR,HOLLYWOOD,CA,90046,4,Fay Servicing LLC,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.36984,34.10613,POINT (-118.36984 34.10613)
2633037002,12/9/2022 0:00,Single Family,8481 N RINCON AVE,LOS ANGELES,CA,91352,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.39323,34.22346,POINT (-118.39323 34.22346)
2669008022,8/16/2022 0:00,Single Family,10138 N COLLETT AVE,LOS ANGELES,CA,91343,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.48356,34.25501,POINT (-118.48356 34.25501)
7416001020,3/4/2022 0:00,Single Family,1327 W F ST,LOS ANGELES,CA,90744,15,MIDFIRST BANK,ERIK KENNER,405-426-1280,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.27875,33.77658,POINT (-118.27875 33.77658)
5542004018,11/3/2022 0:00,Multi-Family,4356 W PROSPECT AVE,LOS ANGELES,CA,90027,4,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.28487,34.10169,POINT (-118.28487 34.10169)
5406010012,1/6/2022 0:00,Single Family,1349 N DOUGLAS ST,LOS ANGELES,CA,90026,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.25096,34.07566,POINT (-118.25096 34.07566)
2621024004,12/14/2022 0:00,Single Family,9555 N STANWIN AVE,LOS ANGELES,CA,91331,6,LoanCare,ERIC MOORE,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.42932,34.24332,POINT (-118.42932 34.24332)
6023022024,1/18/2022 0:00,Multi-Family,833 E 77TH ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.25963,33.96948,POINT (-118.25963 33.96948)
4309004018,7/7/2022 0:00,Single Family,2142 S BEVERWIL DR,LOS ANGELES,CA,90034,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.39875,34.04465,POINT (-118.39875 34.04465)
5219003003,8/24/2022 0:00,Single Family,5310 E HUNTINGTON DR SOUTH,LOS ANGELES,CA,90032,14,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.16656,34.08962,POINT (-118.16656 34.08962)
7414015018,1/7/2022 0:00,Single Family,1021 W LOWEN ST,LOS ANGELES,CA,90744,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.27589,33.79528,POINT (-118.27589 33.79528)
2611027015,1/4/2022 0:00,Single Family,14808 W AZTEC ST,LOS ANGELES,CA,91342,7,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45411,34.28824,POINT (-118.45411 34.28824)
4229018060,8/19/2022 0:00,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,MUFG Union Bank,Kristine Nguyen,858-457-6355,NULL,NULL,,NULL,-118.44503,33.98482,POINT (-118.44503 33.98482)
2128023011,1/2/2022 0:00,Single Family,6162 N SYLVIA AVE,LOS ANGELES,CA,91335,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.55222,34.1827,POINT (-118.55222 34.1827)
5117009013,3/14/2022 0:00,Multi-Family,1620 1/2 E 33RD ST,LOS ANGELES,CA,90011,9,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.24552,34.011,POINT (-118.24552 34.011)
4360011225,8/11/2022 0:00,Single Family,10747 W WILSHIRE BLVD,LOS ANGELES,CA,90024,5,SERVICEMAC,VALERIE PRICE,803-650-3458,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.43765,34.06076,POINT (-118.43765 34.06076)
6054003028,1/4/2022 0:00,Multi-Family,9715 S HOOVER ST,LOS ANGELES,CA,90044,8,"HSBC Bank USA, National Association C/O Altisource Solutions, Inc.",ASHISH TOMAR,866-952-6514,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.28708,33.94738,POINT (-118.28708 33.94738)
6088016025,8/16/2022 0:00,Single Family,555 W 118TH ST,LOS ANGELES,CA,90044,15,Mr Cooper,Paula Acosta,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.28454,33.92627,POINT (-118.28454 33.92627)
2582040102,12/28/2022 0:00,Single Family,16419 N NICKLAUS DR,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.4899,34.32518,POINT (-118.4899 34.32518)
5524028010,4/28/2022 0:00,Single Family,507 N MANSFIELD AVE,LOS ANGELES,CA,90036,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.34072,34.08052,POINT (-118.34072 34.08052)
6006016012,3/14/2022 0:00,Multi-Family,6401 S SAN PEDRO ST,LOS ANGELES,CA,90003,9,Douglas Whitney,douglas whitney,714-329-8848,The 26th Corporation,douglas whitney,5524   RICH HILL WAY  YORBA LINDA CA 92886,714-329-8848,-118.26968,33.9813,POINT (-118.26968 33.9813)
4252001034,1/14/2022 0:00,Single Family,3700 S TULLER AVE,LOS ANGELES,CA,90034,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.41941,34.01434,POINT (-118.41941 34.01434)
5443020011,7/14/2022 0:00,Multi-Family,2201 N AVON ST,LOS ANGELES,CA,90026,13,Easy Financial LLC,Benjamin Donel,310-864-7600,Easy Financial LLC,Benjamin Donel,6125   Washington BLVD 300 Culver city CA 90232,310-864-7600,-118.2464,34.09037,POINT (-118.2464 34.09037)
7413012949,9/29/2022 0:00,Single Family,1060 W HARBOR HEIGHTS DR A-I,LOS ANGELES,CA,90710,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29491,33.79301,POINT (-118.29491 33.79301)
2626016045,11/8/2022 0:00,Single Family,13073 W ECHO LAKE WAY,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.41714,34.24212,POINT (-118.41714 34.24212)
5425017009,1/24/2022 0:00,Multi-Family,1611 N SILVER LAKE BLVD,LOS ANGELES,CA,90026,13,Esteban & Juan Molina,Juan Molina,323-807-2827,NULL,NULL,,NULL,-118.26935,34.0884,POINT (-118.26935 34.0884)
2664026051,12/14/2022 0:00,Single Family,11493 N LEV AVE,LOS ANGELES,CA,91345,7,RoundPoint Mortgage,Elizabeth Harting,702-938-7735,Guardian Asset management,Colleen McEntee,"1   1 Oxford Valley, 2300 E Lincol   Langhorne PA 18966",888-872-9094,-118.46134,34.27879,POINT (-118.46134 34.27879)
6013016016,9/29/2022 0:00,Multi-Family,6521 S DENVER AVE,LOS ANGELES,CA,90044,8,CALIBER HOME LOANS,SHIRIN SHAHIDI,858-683-8430,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.2839,33.97997,POINT (-118.2839 33.97997)
2013025018,1/28/2022 0:00,Single Family,8121 N CAPISTRANO AVE,LOS ANGELES,CA,91304,12,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.61727,34.21714,POINT (-118.61727 34.21714)
4229021003,1/28/2022 0:00,Single Family,13650 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,OK LLC,jeanie bedrosian,310-994-2900,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.44473,33.98457,POINT (-118.44473 33.98457)
5027005016,9/12/2022 0:00,Single Family,4564 W DON VALDES DR,LOS ANGELES,CA,90008,8,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.35412,34.00331,POINT (-118.35412 34.00331)
2644026162,2/3/2022 0:00,Single Family,9555 N WOODMAN AVE,LOS ANGELES,CA,91331,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44645,34.24406,POINT (-118.44645 34.24406)
2115015022,1/3/2022 0:00,Single Family,7501 N JUMILLA AVE,LOS ANGELES,CA,91306,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Pacific Star Contracting Services Inc,April Soto,15400   Belgrade Street 86 ST  WESTMINSTER CA 92683,631-806-2657,-118.56347,34.20619,POINT (-118.56347 34.20619)
5042032009,9/19/2022 0:00,Single Family,3432 S ARLINGTON AVE,LOS ANGELES,CA,90018,8,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31751,34.02458,POINT (-118.31751 34.02458)
2167013014,10/17/2022 0:00,Single Family,21007 W DUMETZ ROAD,LOS ANGELES,CA,91364,3,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.59021,34.15885,POINT (-118.59021 34.15885)
4384005026,4/26/2022 0:00,Vacant Residential,9746 W HENSAL ROAD,LOS ANGELES,CA,90210,5,Skylark Capital Management,Nikki Ceniceros,818-385-5455,Skylark Capital Management,Nikki Ceniceros,8424   A Santa Monica BLVD 576 West Hollywood CA 90069,310-460-2868,-118.42505,34.11874,POINT (-118.42505 34.11874)
2722030004,1/4/2022 0:00,Single Family,21608 W LOS ALIMOS ST,LOS ANGELES,CA,91311,12,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.60052,34.26506,POINT (-118.60052 34.26506)
5021004026,1/10/2022 0:00,Single Family,4036 S DENKER AVE,LOS ANGELES,CA,90062,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.3044,34.00964,POINT (-118.3044 34.00964)
2218021064,12/20/2022 0:00,Single Family,14819 W SHERMAN WAY,VAN NUYS,CA,91405,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.45589,34.2014,POINT (-118.45589 34.2014)
5005022023,1/4/2022 0:00,Multi-Family,5427 S ST ANDREWS PL,LOS ANGELES,CA,90062,8,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.31153,33.99238,POINT (-118.31153 33.99238)
6023008001,4/28/2022 0:00,Multi-Family,607 E 74TH ST,LOS ANGELES,CA,90001,9,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.26476,33.97308,POINT (-118.26476 33.97308)
2731019055,10/21/2022 0:00,Single Family,18420 W LEMARSH ST,LOS ANGELES,CA,91325,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53396,34.25527,POINT (-118.53396 34.25527)
5026013002,1/5/2022 0:00,Single Family,4212 W DON LUIS DR,LOS ANGELES,CA,90008,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.34467,34.00548,POINT (-118.34467 34.00548)
5579012033,1/6/2022 0:00,Single Family,3377 N CHARLESTON WAY,LOS ANGELES,CA,90068,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD  SHERMAN OAKS CA 91403,818-728-3944,-118.34631,34.1331,POINT (-118.34631 34.1331)
2276008016,1/18/2022 0:00,Single Family,15237 W GREENLEAF ST,LOS ANGELES,CA,91403,4,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.46541,34.15117,POINT (-118.46541 34.15117)
2229002024,1/19/2022 0:00,Single Family,6820 N JELLICO AVE,LOS ANGELES,CA,91406,6,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.51725,34.19452,POINT (-118.51725 34.19452)
2277009019,1/20/2022 0:00,Single Family,15047 W RAYNETA DR,LOS ANGELES,CA,91403,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.46235,34.14455,POINT (-118.46235 34.14455)
5029002024,2/1/2022 0:00,Single Family,5116 W ORANGE PL,LOS ANGELES,CA,90008,10,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.35682,34.01473,POINT (-118.35682 34.01473)
2570004026,7/15/2022 0:00,Single Family,10112 N LEONA AVE,LOS ANGELES,CA,91042,7,Flagstar BANK,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27565,34.25194,POINT (-118.27565 34.25194)
