APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
6015004010,1/3/2023,Multi-Family,1732 1/2 W 64TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.30795,33.9813,POINT (-118.30795 33.9813)
6015006001,1/7/2023,Single Family,1658 W 65TH ST,LOS ANGELES,CA,90047,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.30657,33.98051,POINT (-118.30657 33.98051)
6015019006,2/2/2023,Multi-Family,1636 W 67TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.30591,33.9784,POINT (-118.30591 33.9784)
6015026024,1/4/2023,Single Family,1535 W 70TH ST,LOS ANGELES,CA,90047,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.30359,33.9763,POINT (-118.30359 33.9763)
6016005008,2/7/2023,Single Family,1830 W 64TH ST,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Christie Anzalone Bonvissuto,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.31002,33.98129,POINT (-118.31002 33.98129)
6016006001,1/3/2023,Single Family,1960 W 64TH ST,LOS ANGELES,CA,90047,8,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31312,33.98128,POINT (-118.31312 33.98128)
6016007026,1/5/2023,Single Family,2037 W 65TH ST,LOS ANGELES,CA,90047,8,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.31463,33.98072,POINT (-118.31463 33.98072)
6016010005,1/16/2023,Single Family,1842 W 65TH ST,LOS ANGELES,CA,90047,8,Trinity Financial Services,Don Madden,949-313-6161,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.31044,33.9805,POINT (-118.31044 33.9805)
6016015010,2/10/2023,Multi-Family,6602 S VAN NESS AVE,LOS ANGELES,CA,90047,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.31759,33.97905,POINT (-118.31759 33.97905)
6016020027,1/6/2023,Single Family,1947 W 68TH ST,LOS ANGELES,CA,90047,8,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.31272,33.97791,POINT (-118.31272 33.97791)
6016036012,1/17/2023,Multi-Family,1846 W 71ST ST,LOS ANGELES,CA,90047,8,OK LLC,Oleg Khersonsky,818-322-0587,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.31067,33.97527,POINT (-118.31067 33.97527)
6017005006,1/3/2023,Single Family,2126 W 73RD ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31661,33.97357,POINT (-118.31661 33.97357)
6017013019,1/9/2023,Single Family,2127 W 76TH ST,LOS ANGELES,CA,90047,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL,-118.31649,33.97108,POINT (-118.31649 33.97108)
6017016021,1/20/2023,Single Family,1831 W 76TH ST,LOS ANGELES,CA,90047,8,Milestone Financial LLC,William Stuart,650-799-6179,Milestone Financial,Jill Bibo,"4970   El Camino Real, Ste 230 RD  Los Altos CA 94022",650-316-8970,-118.31022,33.97106,POINT (-118.31022 33.97106)
6017020013,1/12/2023,Single Family,2157 W 77TH ST,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.31748,33.9701,POINT (-118.31748 33.9701)
6017021012,1/3/2023,Single Family,2158 W 77TH ST,LOS ANGELES,CA,90047,8,LoanCare LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31748,33.96988,POINT (-118.31748 33.96988)
6018013027,1/3/2023,Single Family,7519 S DENKER AVE,LOS ANGELES,CA,90047,8,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.30479,33.97139,POINT (-118.30479 33.97139)
6018014022,1/20/2023,Single Family,7427 S LA SALLE AVE,LOS ANGELES,CA,90047,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.30587,33.97193,POINT (-118.30587 33.97193)
6018023011,2/8/2023,Single Family,7710 S HALLDALE AVE,LOS ANGELES,CA,90047,8,"Witkin & Associates, LLC",Richard Witkin,818-585-7302,NULL,NULL,,NULL,-118.30232,33.96972,POINT (-118.30232 33.96972)
6019010006,1/5/2023,Multi-Family,1230 W FLORENCE AVE,LOS ANGELES,CA,90044,8,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.29731,33.97437,POINT (-118.29731 33.97437)
6019014039,3/3/2023,Single Family,1113 1/2 W 77TH ST,LOS ANGELES,CA,90044,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.29456,33.97034,POINT (-118.29456 33.97034)
6020005010,3/23/2023,Multi-Family,936 1/4 W 74TH ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.29046,33.97255,POINT (-118.29046 33.97255)
6020014022,2/22/2023,Single Family,817 W 79TH ST,LOS ANGELES,CA,90044,8,Milestone Financial LLC,William Stuart,650-799-6179,NULL,NULL,,NULL,-118.28791,33.96793,POINT (-118.28791 33.96793)
6020025031,1/9/2023,Multi-Family,519 W 74TH ST,LOS ANGELES,CA,90044,8,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.28345,33.9728,POINT (-118.28345 33.9728)
6022008012,3/13/2023,Single Family,138 E 78TH ST,LOS ANGELES,CA,90003,9,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.2725,33.96866,POINT (-118.2725 33.96866)
6022014029,1/23/2023,Multi-Family,249 E 77TH ST,LOS ANGELES,CA,90003,9,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.27024,33.96973,POINT (-118.27024 33.96973)
6022023010,3/24/2023,Multi-Family,436 E 73RD ST,LOS ANGELES,CA,90003,9,E&K Suddarth Irrevocable Trust,Jack Suddarth,949-252-0025,Equity Wave Lending,Blanca Garibay,2355   Main ST  Irvine CA 92614,949-252-0025,-118.26678,33.97374,POINT (-118.26678 33.97374)
6022024022,3/10/2023,Single Family,427 E 75TH ST,LOS ANGELES,CA,90003,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.26628,33.97227,POINT (-118.26628 33.97227)
6023019018,1/5/2023,Single Family,855 E 76TH PL,LOS ANGELES,CA,90001,9,MIDFIRST BANK,ERIK KENNER,405-426-1280,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,-118.25892,33.97039,POINT (-118.25892 33.97039)
6023020023,1/20/2023,Single Family,1001 E 76TH PL,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.25767,33.97039,POINT (-118.25767 33.97039)
6023022024,1/11/2023,Multi-Family,833 E 77TH ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.25963,33.96948,POINT (-118.25963 33.96948)
6023023003,1/11/2023,Single Family,708 E 76TH PL,LOS ANGELES,CA,90001,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.26256,33.97015,POINT (-118.26256 33.97015)
6023025005,1/10/2023,Multi-Family,7708 S AVALON BLVD,LOS ANGELES,CA,90003,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.26497,33.96902,POINT (-118.26497 33.96902)
6023032010,1/10/2023,Multi-Family,627 E 79TH ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.26406,33.96755,POINT (-118.26406 33.96755)
6023032010,1/11/2023,Multi-Family,627 E 79TH ST,LOS ANGELES,CA,90001,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.26406,33.96755,POINT (-118.26406 33.96755)
6029018022,1/9/2023,Single Family,734 E 83RD ST,LOS ANGELES,CA,90001,9,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.26175,33.96366,POINT (-118.26175 33.96366)
6029019029,1/3/2023,Single Family,839 1/2 E 84TH ST,LOS ANGELES,CA,90001,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.25938,33.96299,POINT (-118.25938 33.96299)
6029020023,1/30/2023,Single Family,922 E 83RD ST,LOS ANGELES,CA,90001,9,WANG YANG RETIREMENT ACCOUNT TRUST,JEREMY GENG,951-534-8898,2nd Chance Mortgages Inc.,Belle Baca,23580   Allesandro BLVD 9818 Moreno Valley CA 92553,951-534-8898,-118.25777,33.96368,POINT (-118.25777 33.96368)
6030005019,1/4/2023,Single Family,162 E 81ST ST,LOS ANGELES,CA,90003,9,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27173,33.96612,POINT (-118.27173 33.96612)
6030009024,1/5/2023,Single Family,139 E 83RD ST,LOS ANGELES,CA,90003,9,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.27251,33.96383,POINT (-118.27251 33.96383)
6030013018,1/30/2023,Multi-Family,153 E 84TH PL,LOS ANGELES,CA,90003,9,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.27211,33.96202,POINT (-118.27211 33.96202)
6030027019,1/9/2023,Single Family,442 E 84TH PL,LOS ANGELES,CA,90003,9,Fay Servicing,Eric Moore,877-338-3791,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.26583,33.96183,POINT (-118.26583 33.96183)
6030032024,3/3/2023,Multi-Family,422 1/2 E 80TH ST,LOS ANGELES,CA,90003,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.2665,33.96637,POINT (-118.2665 33.96637)
6031019007,3/9/2023,Multi-Family,128 W 78TH ST,LOS ANGELES,CA,90003,9,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.27499,33.96877,POINT (-118.27499 33.96877)
6032003019,2/1/2023,Multi-Family,849 W 81ST ST,LOS ANGELES,CA,90044,8,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28884,33.9656,POINT (-118.28884 33.9656)
6032008012,1/6/2023,Multi-Family,933 W 83RD ST,LOS ANGELES,CA,90044,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.29032,33.96369,POINT (-118.29032 33.96369)
6032014005,1/16/2023,Multi-Family,846 W 85TH ST,LOS ANGELES,CA,90044,8,Trinity Financial Services,Don Madden,949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.28861,33.96112,POINT (-118.28861 33.96112)
6032022028,3/3/2023,Single Family,8206 S HOOVER ST,LOS ANGELES,CA,90044,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.28691,33.96404,POINT (-118.28691 33.96404)
6032031026,1/6/2023,Single Family,426 W 81ST ST,LOS ANGELES,CA,90003,8,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.28141,33.96583,POINT (-118.28141 33.96583)
6033002017,2/2/2023,Single Family,1255 W 85TH ST,LOS ANGELES,CA,90044,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.29777,33.96094,POINT (-118.29777 33.96094)
6033009046,2/7/2023,Single Family,8100 S MARIPOSA AVE,LOS ANGELES,CA,90044,8,PAC FIN LLC,wilson yang,626-383-8038,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.29912,33.96547,POINT (-118.29912 33.96547)
6033024027,1/4/2023,Multi-Family,1055 W 84TH PL,LOS ANGELES,CA,90044,8,RoundPoint Mortgage,Elizabeth Harting,702-938-7735,Guardian Asset management,Colleen McEntee,"1   1 Oxford Valley, 2300 E Lincol   Langhorne PA 18966",888-872-9094,-118.29377,33.96195,POINT (-118.29377 33.96195)
6034012016,1/3/2023,Multi-Family,8123 S NORMANDIE AVE,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.30041,33.96486,POINT (-118.30041 33.96486)
6035003028,1/5/2023,Single Family,2007 W 80TH ST,LOS ANGELES,CA,90047,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31363,33.9665,POINT (-118.31363 33.9665)
6035013008,1/3/2023,Single Family,2128 W 82ND ST,LOS ANGELES,CA,90047,8,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31651,33.96447,POINT (-118.31651 33.96447)
6035021022,1/9/2023,Single Family,2129 W 84TH PL,LOS ANGELES,CA,90047,8,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.31659,33.96191,POINT (-118.31659 33.96191)
6035022021,1/11/2023,Single Family,2033 W 84TH PL,LOS ANGELES,CA,90047,8,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.31457,33.96191,POINT (-118.31457 33.96191)
6035030012,1/19/2023,Single Family,2010 W 85TH ST,LOS ANGELES,CA,90047,8,Reverse Mortgage Funding,Property Registrations,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31386,33.96078,POINT (-118.31386 33.96078)
6035031024,2/8/2023,Single Family,1902 W 85TH ST,LOS ANGELES,CA,90047,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.31138,33.96077,POINT (-118.31138 33.96077)
6035032018,1/20/2023,Single Family,1848 W 85TH ST,LOS ANGELES,CA,90047,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.31073,33.96078,POINT (-118.31073 33.96078)
6036001035,1/30/2023,Single Family,8715 S HAAS AVE,LOS ANGELES,CA,90047,8,2nd Chance Mortgages Inc.,Belle Baca,951-534-8898,2nd Chance Mortgages Inc.,Belle Baca,23580   Allesandro BLVD 9818 Moreno Valley CA 92553,951-534-8898,-118.31739,33.95833,POINT (-118.31739 33.95833)
6036002039,3/1/2023,Single Family,8836 S VAN NESS AVE,LOS ANGELES,CA,90047,8,Sun West Mortgage,Property Preservation,800-453-7884,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31758,33.95685,POINT (-118.31758 33.95685)
6036004022,1/3/2023,Single Family,8621 S WILTON PL,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31514,33.95925,POINT (-118.31514 33.95925)
6036007027,2/9/2023,Single Family,8810 S GRAMERCY PL,LOS ANGELES,CA,90047,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31379,33.95764,POINT (-118.31379 33.95764)
6037019029,3/29/2023,Single Family,1457 W 90TH ST,LOS ANGELES,CA,90047,8,FREEDOM MORTGAGE SERVICES,BYRON GLADDEN,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.30225,33.95598,POINT (-118.30225 33.95598)
6037029028,1/10/2023,Single Family,9104 S HOBART BLVD,LOS ANGELES,CA,90047,8,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.30772,33.95422,POINT (-118.30772 33.95422)
6038017041,1/3/2023,Multi-Family,8622 1/2 S BARING CROSS ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.2892,33.95925,POINT (-118.2892 33.95925)
6038017043,3/7/2023,Single Family,870 W MANCHESTER AVE,LOS ANGELES,CA,90044,8,M&T Bank,Eric Moore,877-338-3791,Greenfield Property Preservation LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,877-339-8202,-118.28869,33.95987,POINT (-118.28869 33.95987)
6039011007,1/9/2023,Non-Residential,9431 S FIGUEROA ST,LOS ANGELES,CA,90044,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.28309,33.95021,POINT (-118.28309 33.95021)
6039011010,3/1/2023,Single Family,523 W 95TH ST,LOS ANGELES,CA,90044,8,MIDFIRST BANK,ERIK KENNER,405-426-1280,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,-118.28351,33.95021,POINT (-118.28351 33.95021)
6039015034,1/25/2023,Multi-Family,649 W 92ND ST,LOS ANGELES,CA,90044,8,Anchor Assets XVIII,Jason Hayrapetian,310-395-0010,United Capital Group,Karen Le,8051   Lomas CT  Fontana CA 92336,909-538-6289,-118.28636,33.95292,POINT (-118.28636 33.95292)
6040001009,1/13/2023,Single Family,129 W 84TH PL,LOS ANGELES,CA,90003,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.27498,33.96247,POINT (-118.27498 33.96247)
6040015020,3/7/2023,Single Family,229 W 87TH ST,LOS ANGELES,CA,90003,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27715,33.9587,POINT (-118.27715 33.9587)
6040020029,1/2/2023,Single Family,246 W 87TH PL,LOS ANGELES,CA,90003,8,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.27771,33.9578,POINT (-118.27771 33.9578)
6040027008,1/16/2023,Multi-Family,135 W 89TH ST,LOS ANGELES,CA,90003,8,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27516,33.95562,POINT (-118.27516 33.95562)
6040029030,1/3/2023,Single Family,212 W 89TH ST,LOS ANGELES,CA,90003,8,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27644,33.95543,POINT (-118.27644 33.95543)
6040031008,3/22/2023,Multi-Family,326 W 90TH ST,LOS ANGELES,CA,90003,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.27925,33.95501,POINT (-118.27925 33.95501)
6041006020,1/3/2023,Single Family,158 E 89TH ST,LOS ANGELES,CA,90003,8,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27186,33.95541,POINT (-118.27186 33.95541)
6041007007,1/6/2023,Single Family,9016 S MAIN ST,LOS ANGELES,CA,90003,8,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,National Field Representatives,Taylor Dearborn,136   maple ave  claremont nh 3743,800-639-2151,-118.27371,33.95411,POINT (-118.27371 33.95411)
6042008015,2/1/2023,Single Family,652 E 88TH PL,LOS ANGELES,CA,90002,9,GUILD MORTGAGE,PATTI MOORE,858-492-5886,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.26332,33.95639,POINT (-118.26332 33.95639)
6042014011,3/21/2023,Single Family,742 E 91ST ST,LOS ANGELES,CA,90002,9,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.26152,33.95367,POINT (-118.26152 33.95367)
6042014026,1/24/2023,Multi-Family,741 E 92ND ST,LOS ANGELES,CA,90002,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elliott J Services LLC,Elliott Ramirez,242  E Cottonwood ST  ONTARIO CA 91761,909-262-4175,-118.26143,33.95303,POINT (-118.26143 33.95303)
6042014027,1/6/2023,Single Family,747 E 92ND ST,LOS ANGELES,CA,90002,9,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.26139,33.95303,POINT (-118.26139 33.95303)
6046014011,1/19/2023,Single Family,9538 S GRAPE ST,LOS ANGELES,CA,90002,15,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SERVICELINK,CLIENT SERVICES,10385   Westmoor Dr 100 Westminster CO 80021,877-847-8544,-118.23616,33.94939,POINT (-118.23616 33.94939)
6046018019,1/20/2023,Multi-Family,1961 E CENTURY BLVD,LOS ANGELES,CA,90002,15,Mor Financial Services,Rosie Bonilla,213-784-0732,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.23741,33.9458,POINT (-118.23741 33.9458)
6048016024,1/10/2023,Single Family,1630 E 99TH ST,LOS ANGELES,CA,90002,15,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.24508,33.9466,POINT (-118.24508 33.9466)
6048026042,1/4/2023,Single Family,9621 S BEACH ST,LOS ANGELES,CA,90002,15,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.24211,33.94838,POINT (-118.24211 33.94838)
6048030005,1/13/2023,Single Family,9922 S BEACH ST,LOS ANGELES,CA,90002,15,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.24176,33.94599,POINT (-118.24176 33.94599)
6048034006,1/3/2023,Multi-Family,9602 S HOLMES AVE,LOS ANGELES,CA,90002,15,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.24065,33.94903,POINT (-118.24065 33.94903)
6050005018,1/17/2023,Single Family,910 E 93RD ST,LOS ANGELES,CA,90002,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.25821,33.95193,POINT (-118.25821 33.95193)
